Address,CODGEO,ObservedDeaths,NIVGEO,LIBGEO,NB,ExpectedDeaths,SMR
"11374 Salza, France",11374,0,COM,Salza,8.888888889,0.176860434,0
"25049 Belfays, France",25049,0,COM,Belfays,92,0.564420248,0
"55559 Villeroy-sur-Méholle, France",55559,0,COM,Villeroy-sur-Méholle,31.19565217,0.397327775,0
"89422 Trichey, France",89422,0,COM,Trichey,32.23255814,0.375912905,0
"52316 Mathons, France",52316,0,COM,Mathons,45.69230769,0.817598511,0
"32003 Antras, France",32003,0,COM,Antras,39.16666667,0.987262634,0
"28025 Barmainville, France",28025,0,COM,Barmainville,54.42990654,0.806645659,0
"39455 Reithouse, France",39455,0,COM,Reithouse,49,0.656136871,0
"10047 Blignicourt, France",10047,0,COM,Blignicourt,19.51219512,0.285939809,0
"9260 Sainte-Foi, France",9260,0,COM,Sainte-Foi,15,0.153989092,0
"9222 Orus, France",9222,0,COM,Orus,13.48148148,0.098142349,0
"21653 Vannaire, France",21653,0,COM,Vannaire,36.87272727,0.361769454,0
"31559 Trébons-de-Luchon, France",31559,0,COM,Trébons-de-Luchon,7.714285714,0.101589435,0
"57657 Sotzeling, France",57657,0,COM,Sotzeling,7.619047619,0.057841535,0
"80528 Méréaucourt, France",80528,0,COM,Méréaucourt,6.023261839,0.049262313,0
"31549 Sode, France",31549,0,COM,Sode,7,0.21529301,0
"9195 Monesple, France",9195,0,COM,Monesple,23.42307692,0.54960795,0
"9226 Pech, France",9226,0,COM,Pech,27,0.396786147,0
"9162 Lercoul, France",9162,0,COM,Lercoul,16.625,0.37718892,0
"34231 Romiguières, France",34231,0,COM,Romiguières,17,0.137381197,0
"32058 Blousson-Sérian, France",32058,0,COM,Blousson-Sérian,41.97619048,0.555924793,0
"32153 Haulies, France",32153,0,COM,Haulies,89.88535032,0.828187651,0
"57446 Marimont-lès-Bénestroff, France",57446,0,COM,Marimont-lès-Bénestroff,29,0.293083624,0
"88187 Frénois, France",88187,0,COM,Frénois,23.84855339,0.187710038,0
"80035 Aubercourt, France",80035,0,COM,Aubercourt,39.50617284,0.295105896,0
"63442 Valz-sous-Châteauneuf, France",63442,0,COM,Valz-sous-Châteauneuf,42.18867925,0.731739738,0
"10252 Montmartin-le-Haut, France",10252,0,COM,Montmartin-le-Haut,37.33333333,0.629398088,0
"95141 Charmont, France",95141,0,COM,Charmont,13,0.135182126,0
"48138 Saint-Bonnet-de-Chirac, France",48138,0,COM,Saint-Bonnet-de-Chirac,44,0.24334599,0
"65102 Bouilh-Devant, France",65102,0,COM,Bouilh-Devant,20,0.32819435,0
"88125 Darney-aux-Chênes, France",88125,0,COM,Darney-aux-Chênes,40.63492064,0.46688118,0
"25474 Le Puy, France",25474,0,COM,Le Puy,34.61261261,0.302883038,0
"39359 Montmarlon, France",39359,0,COM,Montmarlon,21,0.114765576,0
"65261 Laran, France",65261,0,COM,Laran,35.48979592,0.598592888,0
"65134 Casterets, France",65134,0,COM,Casterets,4,0.075627687,0
"65379 Ris, France",65379,0,COM,Ris,16.94117647,0.05310569,0
"38375 Saint-Christophe-en-Oisans, France",38375,0,COM,Saint-Christophe-en-Oisans,76.13461538,1.393099483,0
"52493 Tornay, France",52493,0,COM,Tornay,18.17241379,0.516192219,0
"57673 Thonville, France",57673,0,COM,Thonville,33,0.184372419,0
"34303 Sorbs, France",34303,0,COM,Sorbs,27.69230769,0.315248246,0
"70030 Arsans, France",70030,0,COM,Arsans,25,0.499076234,0
"50430 Reigneville-Bocage, France",50430,0,COM,Reigneville-Bocage,13,0.148287483,0
"21402 Menesble, France",21402,0,COM,Menesble,20,0.175787259,0
"61399 Saint-Gervais-des-Sablons, France",61399,0,COM,Saint-Gervais-des-Sablons,63,0.800580037,0
"25093 Bretigney, France",25093,0,COM,Bretigney,63.28947368,0.427561895,0
"8300 Le Mont-Dieu, France",8300,0,COM,Le Mont-Dieu,3,0.038892207,0
"31353 Monès, France",31353,0,COM,Monès,43.80952381,0.575656457,0
"48157 Sainte-Hélène, France",48157,0,COM,Sainte-Hélène,70.04081633,0.25107996,0
"65349 Ourdon, France",65349,0,COM,Ourdon,2.454545455,0.033495038,0
"25102 Burnevillers, France",25102,0,COM,Burnevillers,30.97959184,0.432318172,0
"52234 Hâcourt, France",52234,0,COM,Hâcourt,28.42105263,0.190412891,0
"21309 Griselles, France",21309,0,COM,Griselles,40.19565217,0.856549334,0
"21303 Les Goulles, France",21303,0,COM,Les Goulles,10,0.089794754,0
"4067 Curel, France",4067,0,COM,Curel,57,0.519864386,0
"39585 Vulvoz, France",39585,0,COM,Vulvoz,11,0.11884849,0
"55394 Ornes, France",55394,0,COM,Ornes,0.857142857,0.01228223,0
"55506 Thillombois, France",55506,0,COM,Thillombois,21,0.311667327,0
"58206 Parigny-la-Rose, France",58206,0,COM,Parigny-la-Rose,28.29411765,0.558915743,0
"21430 Montigny-Saint-Barthélemy, France",21430,0,COM,Montigny-Saint-Barthélemy,58.68235294,0.925787935,0
"61481 Tellières-le-Plessis, France",61481,0,COM,Tellières-le-Plessis,50,0.683558048,0
"8434 Sy, France",8434,0,COM,Sy,29.42307692,0.322514172,0
"9134 Gestiès, France",9134,0,COM,Gestiès,35,0.258216445,0
"80646 Punchy, France",80646,0,COM,Punchy,48.1918553,0.464461267,0
"65359 Peyriguère, France",65359,0,COM,Peyriguère,15.61538462,0.184828687,0
"95438 Moussy, France",95438,0,COM,Moussy,81.89655172,0.710536502,0
"51255 Fontaine-en-Dormois, France",51255,0,COM,Fontaine-en-Dormois,14.76923077,0.248235804,0
"54354 Marthemont, France",54354,0,COM,Marthemont,37.58333333,0.250326163,0
"62389 Grincourt-lès-Pas, France",62389,0,COM,Grincourt-lès-Pas,15,0.222983673,0
"53033 La Boissière, France",53033,0,COM,La Boissière,69.19298245,0.525775109,0
"57682 Turquestein-Blancrupt, France",57682,0,COM,Turquestein-Blancrupt,8,0.076788133,0
"9053 Bestiac, France",9053,0,COM,Bestiac,10.52631579,0.047090104,0
"31465 Saccourvielle, France",31465,0,COM,Saccourvielle,23.26315789,0.101875151,0
"28299 Les Pinthières, France",28299,0,COM,Les Pinthières,128.9473684,1.119094945,0
"34338 Villeneuvette, France",34338,0,COM,Villeneuvette,57,0.575429524,0
"95492 Le Plessis-Gassot, France",95492,0,COM,Le Plessis-Gassot,41.23287671,0.265422591,0
"31440 Proupiary, France",31440,0,COM,Proupiary,34,0.413528259,0
"31408 Payssous, France",31408,0,COM,Payssous,64.54945055,0.891610381,0
"21466 Oigny, France",21466,0,COM,Oigny,26.23809524,0.443890179,0
"10294 Poligny, France",10294,0,COM,Poligny,46,0.468378474,0
"57423 Lubécourt, France",57423,0,COM,Lubécourt,50.36111111,0.389660851,0
"51013 Aougny, France",51013,0,COM,Aougny,68.31,0.232884183,0
"76274 La Fontelaye, France",76274,0,COM,La Fontelaye,16.57142857,0.142862268,0
"66086 Glorianes, France",66086,0,COM,Glorianes,20,0.269473218,0
"66090 Jujols, France",66090,0,COM,Jujols,37,0.388917962,0
"11375 Seignalens, France",11375,0,COM,Seignalens,21.3125,0.38758001,0
"65034 Arrodets, France",65034,0,COM,Arrodets,17.14285714,0.322213058,0
"55162 Domremy-la-Canne, France",55162,0,COM,Domremy-la-Canne,24.30555556,0.283377303,0
"26102 Condillac, France",26102,0,COM,Condillac,99.29078014,0.963705692,0
"26136 Val-Maravel, France",26136,0,COM,Val-Maravel,55.07843137,0.630778355,0
"26080 Chastel-Arnaud, France",26080,0,COM,Chastel-Arnaud,25.14084697,0.204438164,0
"25573 Urtière, France",25573,0,COM,Urtière,7,0.045730617,0
"55270 Lahayville, France",55270,0,COM,Lahayville,21,0.204666193,0
"39192 Denezières, France",39192,0,COM,Denezières,65,1.044344095,0
"55127 Courcelles-en-Barrois, France",55127,0,COM,Courcelles-en-Barrois,40,0.419512217,0
"26228 Pennes-le-Sec, France",26228,0,COM,Pennes-le-Sec,27.94117647,0.082840783,0
"51124 Chantemerle, France",51124,0,COM,Chantemerle,24.40816327,0.355813082,0
"2632 Quincy-Basse, France",2632,0,COM,Quincy-Basse,26.33928571,0.7673562,0
"11223 Mas-des-Cours, France",11223,0,COM,Mas-des-Cours,18,0.21128911,0
"24378 Saint-Avit-Rivière, France",24378,0,COM,Saint-Avit-Rivière,58.79518072,0.785866907,0
"2507 Montgru-Saint-Hilaire, France",2507,0,COM,Montgru-Saint-Hilaire,23.27272727,0.165201646,0
"11395 Trassanel, France",11395,0,COM,Trassanel,36.57142857,0.234267723,0
"2149 Cerizy, France",2149,0,COM,Cerizy,44.41666667,0.628727009,0
"65469 Viey, France",65469,0,COM,Viey,21.33333333,0.294888097,0
"25630 Voires, France",25630,0,COM,Voires,75.25,0.614864995,0
"26013 Arpavon, France",26013,0,COM,Arpavon,49.63636364,0.343169838,0
"26015 Aubenasson, France",26015,0,COM,Aubenasson,50,0.696414791,0
"26018 Aulan, France",26018,0,COM,Aulan,10,0.061573336,0
"91526 Roinvilliers, France",91526,0,COM,Roinvilliers,69,0.755321593,0
"66001 L'Albère, France",66001,0,COM,L'Albère,68.00938003,0.804022426,0
"51166 Contault, France",51166,0,COM,Contault,44,0.883267495,0
"26030 La Bâtie-des-Fonds, France",26030,0,COM,La Bâtie-des-Fonds,1,0.008584104,0
"78264 Gambaiseuil, France",78264,0,COM,Gambaiseuil,29.47368421,0.373130306,0
"55222 Gussainville, France",55222,0,COM,Gussainville,16.4516129,0.199751843,0
"11419 Villautou, France",11419,0,COM,Villautou,33,0.226212668,0
"2542 Neuflieux, France",2542,0,COM,Neuflieux,59.41463415,0.814235381,0
"11402 Valmigère, France",11402,0,COM,Valmigère,29.56521739,0.343369729,0
"26062 Brette, France",26062,0,COM,Brette,21.23529412,0.413668089,0
"2152 Cerseuil, France",2152,0,COM,Cerseuil,53,0.597135907,0
"76601 Saint-Lucien, France",76601,0,COM,Saint-Lucien,146.6824034,1.113270186,0
"11219 Marsa, France",11219,0,COM,Marsa,15,0.085275343,0
"81256 Saint-Jean-de-Vals, France",81256,0,COM,Saint-Jean-de-Vals,41.86842105,0.516392011,0
"26254 Pradelle, France",26254,0,COM,Pradelle,13,0.069822665,0
"41121 La Madeleine-Villefrouin, France",41121,0,COM,La Madeleine-Villefrouin,21.7,0.094090402,0
"26359 Vachères-en-Quint, France",26359,0,COM,Vachères-en-Quint,28.33333333,0.176053827,0
"26363 Valouse, France",26363,0,COM,Valouse,29,0.155523524,0
"11082 Caunette-sur-Lauquet, France",11082,0,COM,Caunette-sur-Lauquet,6.6,0.03444191,0
"11062 Campagna-de-Sault, France",11062,0,COM,Campagna-de-Sault,10,0.152676866,0
"88382 Remicourt, France",88382,0,COM,Remicourt,41,0.283430922,0
"57257 Grémecey, France",57257,0,COM,Grémecey,58,0.486858623,0
"57265 Guébestroff, France",57265,0,COM,Guébestroff,28.32758621,0.199172114,0
"14666 Sannerville, France",14666,0,COM,Sannerville,1273.074858,12.89715739,0
"25533 Saraz, France",25533,0,COM,Saraz,9.941176471,0.057523228,0
"55290 Lignières-sur-Aire, France",55290,0,COM,Lignières-sur-Aire,37,0.365253903,0
"88316 Morville, France",88316,0,COM,Morville,29.4,0.14044855,0
"10434 Villy-le-Bois, France",10434,0,COM,Villy-le-Bois,43.42105263,0.492524244,0
"10411 La Ville-aux-Bois, France",10411,0,COM,La Ville-aux-Bois,15.3,0.070501572,0
"88264 Légéville-et-Bonfays, France",88264,0,COM,Légéville-et-Bonfays,29.75409836,0.149046701,0
"25501 Rondefontaine, France",25501,0,COM,Rondefontaine,19.55882353,0.400140205,0
"51034 Bannay, France",51034,0,COM,Bannay,11.57894737,0.14153089,0
"51190 Courtagnon, France",51190,0,COM,Courtagnon,44.61971831,0.627593063,0
"11118 Dernacueillette, France",11118,0,COM,Dernacueillette,40.19565217,0.566601882,0
"26351 Les Tonils, France",26351,0,COM,Les Tonils,16.2,0.130656532,0
"11135 La Fajolle, France",11135,0,COM,La Fajolle,2,0.040993257,0
"26286 Roussieux, France",26286,0,COM,Roussieux,14.60869565,0.176943177,0
"38551 Villard-Reymond, France",38551,0,COM,Villard-Reymond,34.46153846,0.53020782,0
"38549 Villard-Notre-Dame, France",38549,0,COM,Villard-Notre-Dame,15,0.11730583,0
"26296 Saint-Benoit-en-Diois, France",26296,0,COM,Saint-Benoit-en-Diois,28.06451613,0.391175245,0
"66191 Sansa, France",66191,0,COM,Sansa,11.66666667,0.192424356,0
"2660 Rouvroy-sur-Serre, France",2660,0,COM,Rouvroy-sur-Serre,28,0.450377775,0
"76512 Puisenval, France",76512,0,COM,Puisenval,10.56,0.148023413,0
"11166 Gourvieille, France",11166,0,COM,Gourvieille,55.56164384,0.424473925,0
"66219 Urbanya, France",66219,0,COM,Urbanya,33.19148936,0.59674657,0
"66221 Valmanya, France",66221,0,COM,Valmanya,17,0.299916206,0
"65066 Barrancoueu, France",65066,0,COM,Barrancoueu,33,0.429029701,0
"51100 La Caure, France",51100,0,COM,La Caure,48.46601942,0.849985669,0
"39221 La Favière, France",39221,0,COM,La Favière,20,0.256484113,0
"76501 Pierrefiques, France",76501,0,COM,Pierrefiques,79.40740741,0.520577488,0
"55033 Baulny, France",55033,0,COM,Baulny,3.777777778,0.217279704,0
"36132 La Motte-Feuilly, France",36132,0,COM,La Motte-Feuilly,41.37931034,0.405308214,0
"66232 Vira, France",66232,0,COM,Vira,17,0.431967344,0
"26283 Rottier, France",26283,0,COM,Rottier,27.5,0.589427178,0
"8161 Exermont, France",8161,0,COM,Exermont,24.44444444,0.30773436,0
"25430 Ollans, France",25430,0,COM,Ollans,33,0.414812994,0
"25221 Esnans, France",25221,0,COM,Esnans,51.70209367,0.57713832,0
"2B106 Érone, France",2B106,0,COM,Érone,8,0.12716531,0
"52005 Aizanville, France",52005,0,COM,Aizanville,17,0.190107738,0
"52179 Doulevant-le-Petit, France",52179,0,COM,Doulevant-le-Petit,14.95,0.253699404,0
"5094 Nossage-et-Bénévent, France",5094,0,COM,Nossage-et-Bénévent,17.06666667,0.038515833,0
"7160 Monestier, France",7160,0,COM,Monestier,53.86885246,0.451559638,0
"2B111 Felce, France",2B111,0,COM,Felce,47,1.319484804,0
"7173 Péreyres, France",7173,0,COM,Péreyres,45,1.226900032,0
"6087 Les Mujouls, France",6087,0,COM,Les Mujouls,55.02439024,0.625248574,0
"21155 Chaudenay-la-Ville, France",21155,0,COM,Chaudenay-la-Ville,36.15909091,0.345882664,0
"65208 Grailhen, France",65208,0,COM,Grailhen,8.363636364,0.233750435,0
"2B157 Mazzola, France",2B157,0,COM,Mazzola,29,0.752555181,0
"52085 Buxières-lès-Clefmont, France",52085,0,COM,Buxières-lès-Clefmont,11,0.277908379,0
"71125 Chérizet, France",71125,0,COM,Chérizet,17,0.348250202,0
"2B164 Monacia-d'Orezza, France",2B164,0,COM,Monacia-d'Orezza,21.12,0.515345183,0
"2B221 Piedipartino, France",2B221,0,COM,Piedipartino,13,0.283889319,0
"52028 Aulnoy-sur-Aube, France",52028,0,COM,Aulnoy-sur-Aube,36.31481482,0.397488736,0
"31046 Baren, France",31046,0,COM,Baren,9,0.10045051,0
"60354 Laverrière, France",60354,0,COM,Laverrière,20.57142857,0.312126825,0
"72214 Nauvay, France",72214,0,COM,Nauvay,7.272727273,0.046101477,0
"2278 Éparcy, France",2278,0,COM,Éparcy,27.09677419,0.249375658,0
"2B015 Ampriani, France",2B015,0,COM,Ampriani,17.28,0.377058821,0
"31134 Cazeneuve-Montaut, France",31134,0,COM,Cazeneuve-Montaut,54.25301205,0.358798959,0
"31242 Jurvielle, France",31242,0,COM,Jurvielle,10,0.172900047,0
"83022 Brenon, France",83022,0,COM,Brenon,9.72,0.247257088,0
"21218 Curtil-Saint-Seine, France",21218,0,COM,Curtil-Saint-Seine,74.63793104,0.576920095,0
"65203 Gez-ez-Angles, France",65203,0,COM,Gez-ez-Angles,17.62962963,0.315772478,0
"4177 Hautes-Duyes, France",4177,0,COM,Hautes-Duyes,43.91991643,0.472065823,0
"2B202 Parata, France",2B202,0,COM,Parata,21,0.532851235,0
"97314 Ouanary, France",97314,0,COM,Ouanary,88,0.592434977,0
"21157 Chaugey, France",21157,0,COM,Chaugey,6.222222222,0.076368343,0
"2B241 Poggio-Marinaccio, France",2B241,0,COM,Poggio-Marinaccio,26,0.32465091,0
"90061 Lamadeleine-Val-des-Anges, France",90061,0,COM,Lamadeleine-Val-des-Anges,35.1627907,0.320695133,0
"25130 Châteauvieux-les-Fossés, France",25130,0,COM,Châteauvieux-les-Fossés,8.4,0.559363761,0
"19219 Sainte-Marie-Lapanouze, France",19219,0,COM,Sainte-Marie-Lapanouze,33,0.331111242,0
"52002 Aigremont, France",52002,0,COM,Aigremont,26.47826087,0.60880407,0
"21217 Curley, France",21217,0,COM,Curley,91.31851852,0.59464678,0
"2B005 Alando, France",2B005,0,COM,Alando,19.86206897,0.280148076,0
"31067 Bezins-Garraux, France",31067,0,COM,Bezins-Garraux,39.09090909,0.457090757,0
"31081 Bourg-d'Oueil, France",31081,0,COM,Bourg-d'Oueil,1.666666667,0.029985694,0
"14080 Le Bô, France",14080,0,COM,Le Bô,70.64516129,0.783465142,0
"2B053 Campi, France",2B053,0,COM,Campi,16.19047619,0.326176298,0
"6040 Châteauneuf-d'Entraunes, France",6040,0,COM,Châteauneuf-d'Entraunes,59,1.069646708,0
"18131 Lugny-Bourbonnais, France",18131,0,COM,Lugny-Bourbonnais,16,0.348275971,0
"31086 Bouzin, France",31086,0,COM,Bouzin,61.68181818,0.890453987,0
"61088 Champ-Haut, France",61088,0,COM,Champ-Haut,44.72727273,0.610059868,0
"71458 Saint-Martin-la-Patrouille, France",71458,0,COM,Saint-Martin-la-Patrouille,51,0.524889498,0
"54095 Bratte, France",54095,0,COM,Bratte,26.41304348,0.073234819,0
"33295 Mouillac, France",33295,0,COM,Mouillac,73,0.908897494,0
"84125 Savoillan, France",84125,0,COM,Savoillan,60.03174603,1.000606984,0
"2B216 Piazzali, France",2B216,0,COM,Piazzali,14.21052632,0.133979143,0
"60078 Blincourt, France",60078,0,COM,Blincourt,62.68965517,0.706211665,0
"55468 Samogneux, France",55468,0,COM,Samogneux,62,0.441483758,0
"2B321 Tarrano, France",2B321,0,COM,Tarrano,15,0.310993689,0
"21197 Corpoyer-la-Chapelle, France",21197,0,COM,Corpoyer-la-Chapelle,33.21428571,0.477082804,0
"2B344 Verdèse, France",2B344,0,COM,Verdèse,37.14285714,0.784596889,0
"21145 Charigny, France",21145,0,COM,Charigny,22,0.37552145,0
"52157 Curmont, France",52157,0,COM,Curmont,9,0.411748327,0
"65276 Lizos, France",65276,0,COM,Lizos,98,1.421480345,0
"84060 Lagarde-d'Apt, France",84060,0,COM,Lagarde-d'Apt,34,0.355007676,0
"52549 Vroncourt-la-Côte, France",52549,0,COM,Vroncourt-la-Côte,14,0.328303893,0
"52004 Aingoulaincourt, France",52004,0,COM,Aingoulaincourt,13,0.14034359,0
"83147 Vérignon, France",83147,0,COM,Vérignon,13,0.115131567,0
"55422 Regnéville-sur-Meuse, France",55422,0,COM,Regnéville-sur-Meuse,31,0.197081816,0
"54169 Domprix, France",54169,0,COM,Domprix,58.06451613,0.768173546,0
"81108 Itzac, France",81108,0.166666667,COM,Itzac,104.5454545,1.781223536,0.093568642
"79055 Brieuil-sur-Chizé, France",79055,0.5,COM,Brieuil-sur-Chizé,114.0109672,5.25116266,0.095217009
"46104 Flaujac-Gare, France",46104,0.166666667,COM,Flaujac-Gare,79,1.74283554,0.095629601
"14134 Canteloup, France",14134,0.166666667,COM,Canteloup,131.9526316,1.693907213,0.098391851
"61302 Neauphe-sur-Dive, France",61302,0.166666667,COM,Neauphe-sur-Dive,101,1.62499554,0.102564384
"35261 Saint-Christophe-de-Valains, France",35261,0.166666667,COM,Saint-Christophe-de-Valains,152.6808511,1.613419485,0.103300269
"62822 Tollent, France",62822,0.166666667,COM,Tollent,65,1.571395695,0.106062825
"39499 Saligney, France",39499,0.166666667,COM,Saligney,135.4408602,1.570783069,0.106104191
"15209 Saint-Rémy-de-Chaudes-Aigues, France",15209,0.166666667,COM,Saint-Rémy-de-Chaudes-Aigues,95.43548387,1.56516471,0.106485065
"24416 Saint-Germain-de-Belvès, France",24416,0.166666667,COM,Saint-Germain-de-Belvès,135.2272727,1.54949901,0.107561648
"2B075 Casevecchie, France",2B075,0.166666667,COM,Casevecchie,54,1.495128246,0.111473158
"18236 Saint-Symphorien, France",18236,0.166666667,COM,Saint-Symphorien,102.7669173,1.470758601,0.113320205
"11110 Coustouge, France",11110,0.166666667,COM,Coustouge,88,1.46382891,0.113856657
"81137 Lasfaillades, France",81137,0.166666667,COM,Lasfaillades,78.20689655,1.460152233,0.11414335
"21229 Diancey, France",21229,0.166666667,COM,Diancey,64.84210526,1.444263964,0.115399034
"39229 Fontainebrux, France",39229,0.166666667,COM,Fontainebrux,126.3743842,1.437169886,0.115968661
"2B235 Pioggiola, France",2B235,0.166666667,COM,Pioggiola,63.50097491,1.357313511,0.122791577
"53027 Beaumont-Pied-de-Bœuf, France",53027,0.166666667,COM,Beaumont-Pied-de-Bœuf,125.9689947,1.341928007,0.12419941
"11180 Labastide-Esparbairenque, France",11180,0.166666667,COM,Labastide-Esparbairenque,67,1.339030765,0.124468138
"65106 Bourisp, France",65106,0.166666667,COM,Bourisp,112.1012658,1.332366743,0.125090684
"46338 Bessonies, France",46338,0.166666667,COM,Bessonies,72.68,1.323451401,0.125933349
"2B051 Cambia, France",2B051,0.166666667,COM,Cambia,60,1.318710514,0.126386091
"14607 Saint-Louet-sur-Seulles, France",14607,0.166666667,COM,Saint-Louet-sur-Seulles,90.22758621,1.298813735,0.128322224
"76109 Bois-Héroult, France",76109,0.166666667,COM,Bois-Héroult,149.1287401,1.273889539,0.130832903
"39080 Broissia, France",39080,0.166666667,COM,Broissia,57.75,1.269979683,0.131235695
"27635 Le Thuit, France",27635,0.166666667,COM,Le Thuit,102,1.249269196,0.133411331
"21523 Reulle-Vergy, France",21523,0.166666667,COM,Reulle-Vergy,90.7721519,1.233160021,0.135154127
"55023 Avocourt, France",55023,0.166666667,COM,Avocourt,78.4,1.203791895,0.138451395
"31014 Arguenos, France",31014,0.166666667,COM,Arguenos,61.77906977,1.164108185,0.143171115
"21240 Échevannes, France",21240,0.166666667,COM,Échevannes,172.4949833,1.15237454,0.144628904
"6080 Marie, France",6080,0.166666667,COM,Marie,95.09433962,1.138048053,0.146449586
"57027 Arraincourt, France",57027,0.166666667,COM,Arraincourt,78,1.136555645,0.146641889
"21354 Longecourt-lès-Culêtre, France",21354,0.166666667,COM,Longecourt-lès-Culêtre,52,1.122320203,0.148501886
"14169 Colombiers-sur-Seulles, France",14169,0.166666667,COM,Colombiers-sur-Seulles,87.70700637,1.122121446,0.148528189
"34195 Pégairolles-de-Buèges, France",34195,0.166666667,COM,Pégairolles-de-Buèges,50,1.11683391,0.149231381
"12152 Montfranc, France",12152,0.333333333,COM,Montfranc,119.109375,2.203035951,0.151306352
"25065 Blarians, France",25065,0.166666667,COM,Blarians,38.31578947,1.092511613,0.15255368
"39084 Cernans, France",39084,0.166666667,COM,Cernans,107.2447552,1.090903675,0.152778536
"88227 Hagnéville-et-Roncourt, France",88227,0.166666667,COM,Hagnéville-et-Roncourt,63,1.088088337,0.153173838
"6146 Tournefort, France",6146,0.166666667,COM,Tournefort,103.7315436,1.082728963,0.15393203
"81321 Le Vintrou, France",81321,0.166666667,COM,Le Vintrou,55.90588235,1.082647512,0.15394361
"14179 Cordebugle, France",14179,0.166666667,COM,Cordebugle,111,1.049639368,0.158784695
"65050 Avajan, France",65050,0.166666667,COM,Avajan,71.91025641,1.045249761,0.159451523
"6139 Thiéry, France",6139,0.333333333,COM,Thiéry,80.50909091,2.084950865,0.15987587
"82067 Gensac, France",82067,0.333333333,COM,Gensac,91.4953271,2.039230755,0.163460331
"71335 Ouroux-sous-le-Bois-Sainte-Marie, France",71335,0.166666667,COM,Ouroux-sous-le-Bois-Sainte-Marie,54,1.015006655,0.164202536
"8228 La Horgne, France",8228,0.166666667,COM,La Horgne,159.452381,1.014557611,0.164275212
"62833 Vacquerie-le-Boucq, France",62833,0.166666667,COM,Vacquerie-le-Boucq,52,1.00678644,0.165543218
"32188 Lamothe-Goas, France",32188,0.166666667,COM,Lamothe-Goas,49,1.00318102,0.166138178
"11247 Monthaut, France",11247,0.166666667,COM,Monthaut,18,0.998956035,0.166840843
"47286 Sauméjan, France",47286,0.166666667,COM,Sauméjan,81.97588015,0.99738215,0.16710412
"81172 Montauriol, France",81172,0.166666667,COM,Montauriol,42,0.991675225,0.168065776
"33358 Romagne, France",33358,0.5,COM,Romagne,277.8089172,2.971474813,0.168266612
"32009 Armous-et-Cau, France",32009,0.166666667,COM,Armous-et-Cau,62.17391304,0.970154393,0.171793962
"80783 Vaux-Marquenneville, France",80783,0.166666667,COM,Vaux-Marquenneville,77.74390244,0.948516414,0.175713002
"50258 Joganville, France",50258,0.166666667,COM,Joganville,78.18867925,0.938432601,0.177601105
"77342 Obsonville, France",77342,0.166666667,COM,Obsonville,90.58928572,0.934089381,0.178426894
"31343 Mirambeau, France",31343,0.166666667,COM,Mirambeau,55,0.93169742,0.178884972
"30289 Saint-Nazaire-des-Gardies, France",30289,0.166666667,COM,Saint-Nazaire-des-Gardies,49.32098765,0.925271096,0.180127389
"27556 Saint-Laurent-du-Tencement, France",27556,0.166666667,COM,Saint-Laurent-du-Tencement,57.90476191,0.924163764,0.180343217
"2406 Landricourt, France",2406,0.166666667,COM,Landricourt,86.78571429,0.914478763,0.182253184
"25460 Le Val, France",25460,0.333333333,COM,Le Val,185.231405,1.826804718,0.182467962
"91067 Blandy, France",91067,0.166666667,COM,Blandy,66.69565217,0.909914547,0.183167383
"21176 Civry-en-Montagne, France",21176,0.166666667,COM,Civry-en-Montagne,80.92682927,0.909745115,0.183201497
"76066 Beautot, France",76066,0.166666667,COM,Beautot,87.59183673,0.908268717,0.183499292
"25183 Cusance, France",25183,0.166666667,COM,Cusance,34.56578947,0.895737755,0.186066363
"51061 Billy-le-Grand, France",51061,0.166666667,COM,Billy-le-Grand,79.33884298,0.892897245,0.186658283
"63357 Saint-Hérent, France",63357,0.166666667,COM,Saint-Hérent,76.66666667,0.887913465,0.18770598
"59661 Willies, France",59661,0.166666667,COM,Willies,82.48529412,0.887474389,0.187798847
"5135 Sainte-Colombe, France",5135,0.166666667,COM,Sainte-Colombe,30.28571429,0.885950041,0.18812197
"2B110 Favalello, France",2B110,0.166666667,COM,Favalello,54.47761194,0.885438312,0.188230693
"26025 Barnave, France",26025,0.333333333,COM,Barnave,147.4455959,1.765982238,0.18875237
"95012 Amenucourt, France",95012,0.166666667,COM,Amenucourt,119.1361502,0.882178457,0.188926249
"2A064 Cardo-Torgia, France",2A064,0.166666667,COM,Cardo-Torgia,32,0.88078001,0.189226214
"54524 Thumeréville, France",54524,0.166666667,COM,Thumeréville,57.2,0.877317333,0.189973069
"55333 Ménil-aux-Bois, France",55333,0.166666667,COM,Ménil-aux-Bois,38.07142857,0.877270126,0.189983292
"60699 Wambez, France",60699,0.166666667,COM,Wambez,91,0.874316236,0.190625153
"57075 Beux, France",57075,0.333333333,COM,Beux,198.7030717,1.739886782,0.191583347
"81009 Amarens, France",81009,0.166666667,COM,Amarens,49,0.869168132,0.191754231
"71217 Germolles-sur-Grosne, France",71217,0.166666667,COM,Germolles-sur-Grosne,93,0.866193125,0.192412826
"51539 Sogny-en-l'Angle, France",51539,0.166666667,COM,Sogny-en-l'Angle,59,0.86090631,0.19359443
"14198 Cresseveuille, France",14198,0.333333333,COM,Cresseveuille,156.2222222,1.711115986,0.19480464
"51205 Dampierre-au-Temple, France",51205,0.5,COM,Dampierre-au-Temple,190,2.565273743,0.194910973
